,id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
19,20,-0.030658,-1.038114,-0.96643,1.287683,1.105775,-0.123341,-0.446694,-0.773776,0.930714,1.01745,6.150102,-11.508815
856,857,-0.67238,-1.094412,-1.323375,1.161396,1.165495,-0.029083,-0.869237,-1.05985,1.289477,0.397394,2.016845,-3.80053
807,808,1.436135,0.707129,0.580333,0.529964,-0.924681,0.25369,0.820935,0.427733,-0.324959,0.604079,11.818233,-20.318571
408,409,-0.67238,-0.53143,0.044915,1.161396,0.389144,0.819237,-0.024151,-0.373273,0.27298,1.224135,9.237516,-17.311301
475,476,-0.122333,1.270111,1.234733,-1.048616,-1.402435,-0.123341,0.327968,1.285954,-1.341457,-1.049404,19.824302,-16.112951
862,863,1.069437,0.707129,1.115751,-0.985472,-0.626084,0.065175,2.01814,0.942666,-0.803311,-0.636033,16.680999,-17.776228
109,110,-0.030658,-1.319605,-0.609484,1.161396,1.225214,0.25369,-0.869237,-1.17428,0.87092,1.568611,7.190995,-13.420622
410,411,-0.764055,1.157515,1.532187,-1.680048,-1.282997,-0.877403,0.53924,0.427733,-0.982693,-0.704928,18.418893,-16.844289
837,838,-0.397357,1.157515,1.353715,-1.616904,-0.9844,-0.029083,0.53924,1.514813,-1.401251,-1.393879,21.680447,-15.11465
879,880,0.702738,0.031551,-0.31203,1.287683,0.269705,0.25369,-0.587542,-0.773776,0.27298,1.568611,8.93685,-16.721424
897,898,0.152691,1.326409,0.223388,-0.796043,-1.04412,-1.160176,0.18712,1.400384,-1.102281,-1.531669,25.260443,-13.209793
299,300,-1.222428,-1.094412,-1.204393,1.22454,1.046056,0.630721,-1.573476,-0.602132,0.512156,0.879659,5.336775,-10.009902
204,205,-1.130753,1.382708,1.413206,-1.048616,-1.282997,-0.123341,1.313902,1.057095,-1.281663,-0.704928,19.798447,-16.124955
708,709,-0.122333,1.495304,-0.431012,-1.553761,-1.103839,-1.160176,0.046273,1.514813,-1.221869,-1.187194,24.031445,-13.873661
115,116,-1.039079,-1.038114,-1.799302,0.84568,0.926617,-0.217599,-1.010085,-1.345924,1.409065,0.604079,2.35976,-4.444589
580,581,-0.214007,1.833093,0.580333,-0.985472,-1.04412,-1.442949,0.18712,1.343169,-1.221869,-0.980509,23.091583,-14.358856
440,441,-0.030658,-0.362536,-0.193048,1.098253,0.807179,1.761814,-0.939661,-0.373273,0.631744,0.604079,8.480082,-15.867399
969,970,-0.580706,0.98862,1.71066,-1.048616,-1.223277,-0.406114,1.10263,1.057095,-1.401251,-0.636033,20.714722,-15.637476
540,541,1.527809,0.594533,1.115751,-0.35404,-0.446927,0.159432,0.750511,0.313304,-0.02599,-0.015977,14.521044,-18.877613
981,982,-1.772475,-0.981816,-1.263884,1.413969,1.344653,-1.725722,-1.150933,-1.288709,0.452362,0.328499,4.088376,-7.711661
773,774,-0.397357,0.594533,1.472697,-1.111759,-1.521874,-0.783145,1.806869,0.828236,-1.102281,-0.842718,17.167888,-17.523467
722,723,-1.130753,-0.925518,-1.204393,0.593108,1.225214,-0.029083,-1.503052,-1.288709,0.57195,0.741869,2.16014,-4.074249
4,5,1.34446,-0.362536,0.937279,-0.101468,-0.208049,2.233103,0.891359,0.828236,0.213186,0.604079,10.551852,-19.916062
867,868,-2.322523,-1.375903,-0.906939,1.540256,1.523811,-0.029083,-0.869237,-1.231494,0.990508,0.741869,3.800497,-7.182298
698,699,-0.214007,0.256744,0.996769,0.340535,0.68774,0.724979,0.750511,0.542163,0.512156,0.741869,10.831984,-20.281553
555,556,0.794413,-0.306238,-0.193048,0.908824,0.448863,0.724979,-0.305847,-0.487703,-0.205372,1.29303,9.116518,-17.086694
678,679,-0.764055,-0.925518,-1.204393,1.287683,1.046056,0.630721,-0.446694,-1.002635,1.409065,1.01745,6.309412,-11.77591
607,608,1.252786,0.36934,0.461352,-0.417184,-0.566365,0.536463,0.820935,0.713807,-0.085784,-1.118299,14.375583,-18.950208
271,272,-0.030658,1.044918,1.472697,-0.922329,-1.342716,-0.783145,1.525173,0.656592,-0.922899,-1.462774,17.387975,-17.404292
318,319,-0.305682,-0.700325,-1.442357,1.161396,1.046056,0.442206,-0.024151,-0.830991,0.811126,1.43082,7.465768,-13.919855
184,185,-0.214007,1.157515,0.639824,-1.490618,-1.163558,-0.688887,0.257544,0.828236,-1.341457,-1.600565,22.82285,-14.506304
207,208,1.069437,0.36934,1.234733,-0.7329,-1.223277,-0.029083,1.525173,0.828236,-1.162075,-1.393879,16.363351,-17.944299
793,794,-0.305682,1.382708,0.223388,-1.048616,-1.04412,-1.631465,0.398392,1.686457,-0.922899,-1.049404,24.497603,-13.619283
350,351,1.802833,0.594533,0.877788,0.087962,-0.387207,0.347948,0.750511,0.713807,-1.042487,0.328499,12.899449,-19.707405
2,3,0.061016,-0.587729,-0.371521,1.413969,0.389144,0.347948,-0.446694,-0.830991,0.691538,1.43082,5.780508,-10.81247
87,88,1.619484,0.538235,0.758806,-0.417184,-0.9844,-0.217599,1.45475,0.542163,-0.504341,-0.153767,15.257513,-18.502171
940,941,-0.397357,-1.319605,-1.323375,0.656251,1.225214,0.065175,-1.150933,-1.17428,0.631744,0.535184,2.86885,-5.410308
296,297,-0.855729,-1.375903,-0.787957,1.477112,0.74746,0.347948,-1.150933,-0.888206,0.990508,0.672974,4.387347,-8.272808
234,235,2.077857,-0.081045,0.937279,-0.164611,-0.088611,0.347948,0.680087,-0.0872,-0.444547,0.672974,12.273869,-20.026261
949,950,-1.589126,-1.432201,-0.906939,0.908824,0.209986,0.159432,-1.080509,-1.231494,1.528653,0.604079,1.793499,-3.370307
530,531,0.061016,1.776795,0.877788,-1.364332,-1.462155,-1.914238,0.116696,1.400384,-1.221869,-1.324984,22.998309,-14.408502
117,118,-0.764055,-1.038114,-0.847448,1.22454,0.68774,0.25369,-1.080509,-0.830991,1.648241,0.810764,4.022955,-7.558083
625,626,-0.855729,-1.375903,-1.739811,1.161396,1.165495,0.724979,-0.939661,-0.544917,0.27298,0.741869,5.489933,-10.275448
760,761,0.33604,-0.137343,-0.014576,0.403678,0.508582,1.573298,-0.517118,-0.0872,0.033804,0.397394,9.588407,-17.979237
533,534,1.161111,0.256744,0.996769,0.087962,-0.924681,0.065175,1.313902,0.427733,-0.504341,0.052918,14.978535,-18.65692
309,310,0.061016,-1.038114,-1.144902,0.782537,1.284933,-0.783145,-0.939661,-0.830991,1.289477,0.259603,4.893917,-9.181992
573,574,2.169532,0.313042,0.699315,-0.227754,-0.387207,0.347948,0.891359,0.256089,-0.324959,0.121813,12.719563,-19.797611
757,758,1.069437,0.36934,-0.014576,0.340535,0.329424,1.761814,0.609663,-0.830991,0.213186,0.741869,10.380559,-19.473094
101,102,2.352881,0.594533,1.115751,-0.164611,-0.566365,-1.254434,1.384326,-0.544917,-0.444547,-0.567138,13.159059,-19.577136
269,270,-2.230848,-1.488499,-0.96643,0.971967,0.150267,-0.311856,-1.150933,-1.231494,0.87092,0.259603,1.187691,-2.2272
511,512,1.34446,0.425639,0.639824,0.277392,0.389144,0.913494,0.750511,0.771022,-0.085784,0.328499,10.940596,-20.392515
471,472,1.619484,0.144148,0.401861,0.340535,-0.685804,1.761814,0.891359,0.542163,-0.085784,-0.015977,11.3998,-20.462622
402,403,1.619484,0.256744,0.580333,-1.174902,-0.566365,-0.217599,1.45475,0.771022,-0.384753,-0.704928,15.28102,-18.494242
529,530,-0.214007,1.157515,1.294224,-1.427475,-1.223277,-0.59463,1.45475,1.228739,-1.341457,-0.980509,20.902623,-15.525554
170,171,1.802833,0.36934,0.996769,0.277392,0.269705,1.196267,0.680087,0.084445,-0.085784,0.466289,10.331984,-19.469672
420,421,-0.67238,-1.207009,-1.382866,0.087962,1.404372,-0.59463,-0.869237,-1.117065,0.930714,0.672974,2.33297,-4.396977
411,412,-0.67238,-1.207009,-1.561339,0.656251,1.404372,-0.406114,-1.010085,-0.544917,0.631744,0.741869,5.054537,-9.482008
389,390,0.427715,-0.362536,-1.025921,1.287683,0.628021,0.347948,-0.446694,-0.716562,0.57195,1.01745,8.275694,-15.462866
237,238,-0.305682,1.326409,1.234733,-1.301188,-1.402435,-0.029083,0.680087,1.400384,-1.461045,-1.462774,21.710403,-15.099664
72,73,-0.397357,1.157515,0.580333,-1.616904,-1.163558,-1.348691,0.53924,2.029746,-1.281663,-1.876145,26.12758,-12.751167
80,81,1.619484,1.044918,1.115751,-0.54347,-0.9844,-0.500372,1.10263,0.656592,-1.102281,-0.429348,15.703254,-18.278279
66,67,2.169532,0.425639,1.05626,-0.669756,0.030828,-0.029083,0.750511,0.599377,-0.324959,0.397394,12.255168,-20.040659
898,899,-2.322523,-1.15071,-1.204393,1.540256,1.225214,0.347948,-0.939661,-1.231494,1.827623,0.259603,4.052694,-7.628403
944,945,0.427715,-0.475132,-0.549994,1.161396,0.448863,1.007752,-0.305847,-0.487703,0.392568,1.706401,9.397314,-17.614298
544,545,-0.67238,-0.925518,-1.561339,0.84568,1.464091,-0.217599,-1.855171,-0.888206,1.409065,0.397394,5.131554,-9.637771
108,109,1.711159,0.200446,0.461352,-1.301188,-0.685804,-0.311856,1.595597,0.484948,-0.564135,-0.842718,14.547328,-18.868307
886,887,0.152691,-0.925518,-0.549994,0.340535,1.344653,-0.123341,-0.446694,-1.231494,0.27298,0.879659,6.342107,-11.858459
810,811,0.519389,0.650831,1.413206,-0.985472,-1.462155,-0.500372,1.45475,0.656592,-0.743517,-0.980509,18.517574,-16.796186
353,354,1.436135,0.763428,-0.074066,-0.038324,-0.327488,1.479041,0.257544,0.542163,0.153392,-0.429348,11.990759,-20.210697
888,889,0.152691,0.256744,1.472697,-1.301188,-1.04412,-0.406114,1.45475,-0.144414,-0.863105,-0.911613,18.626621,-16.733614
965,966,0.152691,1.382708,0.996769,-1.680048,-0.924681,-0.877403,0.257544,1.285954,-1.221869,-1.118299,23.368061,-14.215244
913,914,0.977762,-0.193641,0.104406,0.340535,0.508582,2.044587,0.18712,-0.602132,0.452362,1.15524,9.699678,-18.201193
427,428,0.977762,0.594533,1.353715,-0.922329,-0.685804,-0.029083,2.01814,0.656592,-0.683723,-0.704928,16.7099,-17.756028
747,748,-0.67238,-0.587729,-1.025921,1.287683,0.926617,-0.217599,-1.573476,-1.002635,1.110095,0.397394,3.567256,-6.751679
776,777,0.061016,-0.812921,-1.501848,0.782537,0.74746,-0.123341,-0.869237,-0.830991,0.811126,0.604079,5.961007,-11.143438
1007,1008,0.794413,-0.362536,-0.371521,1.098253,0.807179,1.007752,-0.305847,-0.487703,0.87092,1.637506,8.951643,-16.772385
129,130,-0.214007,0.98862,-0.133557,-1.364332,-1.342716,-1.914238,-0.235423,1.457598,-1.461045,-1.600565,27.315742,-12.112612
446,447,-0.489031,-1.094412,-0.96643,0.529964,1.404372,0.25369,-0.517118,-0.716562,0.990508,0.397394,4.815926,-9.039288
37,38,0.519389,0.481937,0.877788,-0.859186,-1.103839,-0.59463,1.736445,0.256089,-1.162075,-0.773823,16.168072,-18.059409
712,713,1.069437,0.932322,0.699315,-1.490618,-0.626084,-0.311856,1.45475,0.427733,-0.683723,-1.049404,16.220825,-18.014268
387,388,1.161111,0.594533,-0.014576,0.214248,0.090547,1.950329,0.468816,-0.144414,0.392568,0.397394,11.421959,-20.460292
192,193,-0.305682,-0.700325,-0.014576,0.656251,0.68774,1.761814,-0.305847,-0.487703,0.213186,1.361925,9.445957,-17.686744
18,19,0.061016,-1.319605,-0.668975,1.287683,0.926617,0.25369,-0.587542,-0.888206,0.811126,1.637506,7.264254,-13.563502
311,312,1.619484,0.932322,0.639824,0.656251,0.030828,1.950329,0.398392,0.771022,0.033804,0.259603,11.096747,-20.471252
558,559,-0.397357,0.313042,1.413206,-1.427475,-0.9844,-1.065918,1.595597,-0.201629,-1.102281,-0.842718,18.067256,-17.029869
857,858,-0.030658,-0.24994,-0.371521,1.22454,-0.14833,0.724979,-0.305847,-0.487703,0.452362,1.361925,9.275795,-17.375145
307,308,-0.397357,-1.094412,-1.68032,0.908824,0.986337,-0.029083,-1.221357,-1.231494,0.87092,0.535184,2.396768,-4.530528
223,224,-0.489031,-1.375903,-1.144902,0.782537,1.225214,0.25369,-1.291781,-0.716562,0.751332,0.466289,3.119259,-5.885415
168,169,-0.305682,1.382708,-0.014576,-1.616904,-0.566365,-0.688887,0.257544,1.400384,-1.281663,-1.049404,24.047473,-13.867232
516,517,0.061016,0.932322,1.829642,-0.922329,-1.342716,-0.783145,1.173054,0.828236,-1.281663,-1.118299,18.368375,-16.86997
907,908,-0.305682,1.157515,1.829642,-1.238045,-1.462155,-1.631465,1.10263,0.713807,-1.221869,-1.324984,19.456507,-16.310873
946,947,-0.397357,0.36934,1.591678,-1.553761,-1.04412,-0.59463,0.750511,0.771022,-1.162075,-1.600565,19.540438,-16.254764
479,480,-1.405777,1.833093,0.461352,-1.238045,-1.282997,-0.500372,0.468816,1.343169,-1.341457,-1.049404,23.916376,-13.918086
743,744,-0.305682,-0.869219,-0.787957,0.151105,1.046056,1.196267,-1.010085,-1.117065,1.528653,0.879659,6.282051,-11.738145
428,429,-0.305682,-0.869219,-1.501848,0.340535,1.284933,0.724979,-1.010085,-1.231494,0.691538,0.604079,5.105427,-9.586134
812,813,-0.397357,-1.038114,-1.085412,1.098253,1.344653,0.630721,-0.305847,-1.117065,1.349271,1.43082,6.527693,-12.215125
454,455,0.152691,-0.925518,-1.323375,0.719394,0.68774,0.25369,-0.446694,-0.830991,0.57195,0.810764,6.035535,-11.28326
579,580,0.794413,-0.981816,-0.728466,0.529964,-0.506646,1.384783,0.046273,-0.602132,0.631744,1.568611,9.458938,-17.765492
375,376,-0.397357,-0.24994,-0.133557,1.098253,0.030828,1.007752,-0.164999,-0.373273,0.631744,0.328499,8.695405,-16.253749
903,904,1.619484,0.36934,0.699315,-0.038324,0.150267,1.007752,0.257544,-0.201629,-0.265166,-0.153767,11.774349,-20.293061
791,792,-0.397357,1.495304,0.401861,-0.922329,-0.566365,-1.254434,0.257544,1.285954,-1.221869,-0.842718,23.845593,-13.957497
79,80,-0.67238,-0.869219,-1.68032,0.782537,1.284933,0.347948,-0.72839,-0.773776,0.930714,1.361925,6.945007,-12.970045
165,166,0.061016,1.101217,0.282879,-1.174902,-1.462155,-0.971661,0.257544,2.20139,-1.341457,-1.256089,26.794237,-12.40172
333,334,-1.405777,-1.038114,-0.906939,1.161396,0.926617,-0.59463,-1.925595,-0.945421,1.528653,0.121813,0.975428,-1.846141
139,140,0.152691,-1.038114,-0.787957,0.908824,1.165495,0.536463,-0.72839,-0.487703,0.093598,0.672974,7.284341,-13.575606
501,502,-0.67238,1.326409,0.401861,-0.922329,-0.864962,-1.537207,-0.446694,1.686457,-1.281663,-1.187194,25.700356,-12.977578
726,727,-0.489031,1.833093,0.163897,-0.985472,-0.924681,-1.160176,0.046273,1.343169,-1.162075,-1.187194,23.48741,-14.152854
872,873,2.077857,0.200446,-0.31203,-0.35404,0.150267,1.479041,0.468816,-0.659347,0.691538,0.466289,10.773217,-20.281581
88,89,1.619484,0.087849,0.758806,0.087962,-0.745523,-0.123341,1.313902,0.427733,-0.743517,-0.360453,14.783952,-18.74304
90,91,0.152691,0.763428,1.472697,-1.364332,-1.103839,-0.877403,1.45475,0.599377,-1.162075,-1.187194,19.399084,-16.328615
220,221,-1.130753,0.819726,1.472697,-1.427475,-1.462155,-0.217599,1.173054,0.885451,-1.221869,-1.049404,19.765106,-16.135042
882,883,2.169532,0.425639,0.044915,-0.101468,-0.446927,0.065175,1.173054,0.656592,-0.324959,0.672974,12.90521,-19.697825
561,562,-0.580706,-0.700325,-0.847448,0.593108,1.344653,-0.029083,-0.869237,-1.288709,1.468859,0.121813,2.377487,-4.500962
877,878,0.061016,1.044918,1.532187,-1.238045,-1.223277,-0.688887,1.313902,0.084445,-1.102281,-0.980509,18.529496,-16.782086
656,657,0.427715,-0.700325,-0.074066,0.214248,0.866898,1.573298,-1.573476,-0.373273,1.050302,1.637506,8.249613,-15.405403
246,247,-0.214007,1.382708,1.234733,-0.985472,-1.04412,-0.783145,0.750511,0.99988,-1.221869,-1.049404,22.076445,-14.904474
397,398,0.061016,1.495304,1.115751,-1.301188,-1.223277,-0.406114,0.750511,1.285954,-1.461045,-1.462774,21.262722,-15.357227
536,537,-1.497451,-0.981816,-0.728466,0.656251,1.284933,0.347948,-0.587542,-0.888206,1.528653,0.535184,4.278512,-8.067042
992,993,0.061016,-0.812921,-0.31203,1.03511,0.926617,0.630721,-1.221357,-0.773776,0.332774,1.568611,6.338782,-11.848244
995,996,0.152691,-1.207009,-0.668975,1.098253,0.329424,0.724979,-0.587542,-0.773776,0.512156,0.535184,6.034895,-11.304808
936,937,1.619484,1.044918,0.758806,-0.669756,-0.566365,-1.348691,1.595597,0.713807,-1.162075,-0.360453,15.033112,-18.631771
65,66,1.252786,-0.587729,-0.252539,0.529964,0.568302,2.044587,-0.164999,-0.373273,0.57195,0.879659,9.989241,-18.738813
800,801,-0.764055,-1.094412,-0.96643,1.413969,0.986337,0.630721,-1.010085,-0.888206,1.409065,0.741869,4.350747,-8.210973
148,149,-0.214007,-0.700325,-0.728466,1.098253,1.225214,0.913494,-1.080509,-0.945421,0.990508,0.672974,6.052117,-11.299815
865,866,-0.580706,-0.981816,-0.787957,1.098253,0.807179,0.724979,-1.080509,-0.716562,1.468859,0.672974,6.298318,-11.794552
251,252,-1.314102,-0.981816,-1.382866,1.540256,1.702968,-0.029083,-1.996019,-0.716562,0.87092,0.810764,3.805456,-7.188272
137,138,1.619484,0.707129,0.401861,0.277392,0.269705,1.761814,0.680087,0.599377,-0.564135,0.810764,10.396124,-19.478328
8,9,1.252786,0.650831,0.639824,0.151105,-0.088611,1.479041,1.243478,-0.0872,0.691538,0.741869,11.043219,-20.445584
230,231,-1.314102,-0.981816,-1.085412,0.593108,1.225214,0.065175,-1.6439,-1.117065,0.27298,0.741869,5.064021,-9.477423
804,805,0.427715,-0.700325,-0.193048,0.277392,0.448863,2.138845,0.257544,-0.258844,0.512156,0.466289,10.226026,-19.196901
880,881,0.427715,-0.024747,-0.014576,0.529964,0.508582,1.950329,-0.446694,-1.002635,0.153392,1.01745,9.749831,-18.297894
682,683,-0.214007,0.538235,0.282879,-1.364332,-1.282997,-1.537207,-1.080509,2.029746,-1.221869,-1.324984,26.809425,-12.381078
100,101,0.702738,0.98862,1.353715,-0.796043,-1.282997,-0.217599,2.01814,0.942666,-0.564135,-0.429348,16.520263,-17.85844
206,207,-1.314102,-1.488499,-0.847448,1.477112,1.225214,0.159432,-0.587542,-0.602132,1.229683,1.29303,5.760483,-10.798748
91,92,-0.305682,-1.038114,-0.609484,1.413969,0.986337,0.442206,-0.657966,-1.117065,0.512156,1.637506,6.055981,-11.339953
778,779,-0.122333,1.270111,-0.193048,-1.743191,-1.462155,-1.537207,0.53924,1.800887,-1.221869,-1.256089,27.318322,-12.119335
991,992,-0.122333,0.425639,1.353715,-1.238045,-1.282997,-1.442949,1.736445,0.313304,-1.341457,-0.980509,17.165348,-17.52216
691,692,-0.122333,-1.094412,-1.323375,0.908824,0.986337,0.630721,-0.587542,-1.231494,1.289477,1.43082,7.052429,-13.144792
9,10,-0.67238,-1.15071,-1.085412,1.161396,1.523811,-0.406114,-1.150933,-1.05985,0.751332,0.397394,3.218284,-6.077276
843,844,2.261206,0.36934,0.996769,0.087962,0.030828,-0.877403,0.891359,0.542163,-0.324959,0.328499,12.281262,-20.029571
749,750,-0.855729,-0.812921,-1.561339,1.161396,0.74746,-0.311856,-1.573476,-0.888206,1.349271,0.672974,3.563638,-6.745378
566,567,-0.030658,1.439006,0.699315,-1.680048,-0.864962,-1.725722,0.18712,1.343169,-1.102281,-0.842718,23.510392,-14.132656
814,815,-2.597546,-1.207009,-0.96643,0.908824,0.508582,-0.59463,-1.010085,-1.17428,1.050302,0.259603,1.124074,-2.111699
265,266,0.061016,-0.981816,-0.847448,0.214248,0.926617,0.25369,-0.517118,-0.659347,1.528653,0.741869,4.278558,-8.063228
686,687,-0.214007,-0.812921,-1.263884,1.161396,0.926617,0.159432,-0.446694,-0.830991,1.110095,1.43082,6.54421,-12.229368
22,23,-1.314102,-1.038114,-1.620829,0.214248,0.508582,-0.029083,-1.010085,-1.345924,0.57195,0.397394,1.921609,-3.630642
46,47,-0.764055,-1.038114,-1.144902,0.84568,1.284933,-0.217599,-1.714324,-0.830991,0.691538,0.672974,3.242172,-6.137523
383,384,-1.222428,-1.601096,-1.085412,1.03511,1.225214,-0.123341,-1.150933,-1.231494,1.409065,0.259603,1.221197,-2.294492
977,978,1.436135,0.819726,1.175242,-0.922329,-0.446927,-0.029083,1.243478,0.542163,-0.982693,-0.842718,15.451452,-18.413048
835,836,-0.122333,1.495304,0.699315,-1.616904,-0.805242,-1.160176,0.398392,1.057095,-1.401251,-1.118299,23.564534,-14.111051
174,175,-0.397357,1.326409,1.413206,-1.238045,-1.521874,-0.217599,1.313902,1.285954,-1.281663,-0.911613,19.8505,-16.090494
366,367,-0.214007,1.044918,1.829642,-1.048616,-1.04412,-0.783145,1.384326,1.057095,-1.221869,-1.80725,19.497825,-16.286141
627,628,-0.305682,-1.263307,-1.561339,1.413969,0.926617,0.347948,-0.869237,-1.117065,1.169889,0.672974,4.328155,-8.140735
233,234,0.061016,1.495304,-0.074066,-1.743191,-0.924681,-0.59463,0.609663,1.400384,-0.982693,-0.911613,24.356501,-13.69652
319,320,0.152691,-1.094412,-1.263884,1.287683,1.284933,1.007752,-0.37627,-0.544917,0.87092,1.637506,7.949892,-14.831496
737,738,-0.397357,0.707129,0.223388,-1.111759,-1.223277,-1.065918,-0.37627,1.400384,-1.281663,-1.118299,26.744034,-12.417039
190,191,0.061016,1.044918,0.461352,-0.606613,-1.04412,-1.254434,0.750511,1.400384,-1.102281,-1.738355,24.438641,-13.662725
83,84,1.619484,0.36934,0.758806,-0.101468,-0.028891,1.007752,1.10263,-0.373273,-0.02599,-0.291557,12.272853,-20.049416
869,870,-0.489031,-0.756623,-1.085412,1.350826,1.464091,0.065175,-1.150933,-0.888206,-0.205372,0.672974,5.271153,-9.873909
336,337,-0.855729,-1.263307,-0.96643,1.919115,1.523811,0.347948,-0.939661,-0.830991,1.708035,0.672974,3.823722,-7.232759
720,721,-0.305682,1.495304,0.639824,-1.616904,-0.864962,-1.254434,0.53924,1.285954,-1.221869,-1.118299,23.376569,-14.225517
470,471,-1.039079,1.382708,0.520842,-1.553761,-0.9844,-0.406114,0.257544,1.285954,-1.341457,-1.118299,22.963807,-14.431333
469,470,0.33604,0.256744,0.937279,-0.417184,-0.805242,0.724979,-0.305847,0.313304,-0.324959,-0.015977,13.730023,-19.286442
359,360,-0.030658,1.495304,1.294224,-1.238045,-0.864962,-0.217599,0.53924,1.285954,-1.341457,-1.118299,21.103969,-15.431135
599,600,-0.030658,0.819726,1.472697,-1.048616,-1.342716,-0.59463,1.595597,0.713807,-1.042487,-0.980509,17.723254,-17.21922
677,678,-0.122333,-1.319605,-0.728466,1.413969,0.508582,0.819237,-0.37627,-0.659347,0.930714,1.499716,7.429507,-13.863648
504,505,-0.030658,1.213813,1.353715,-0.985472,-1.223277,-0.500372,-0.024151,0.599377,-1.221869,-1.187194,20.368674,-15.812859
253,254,-0.122333,1.044918,1.472697,-1.301188,-0.9844,-0.783145,0.609663,0.942666,-1.162075,-0.980509,19.997348,-16.013363
227,228,2.352881,0.313042,0.223388,0.340535,0.389144,0.819237,0.53924,-0.258844,0.87092,0.741869,10.784313,-20.276836
82,83,0.977762,1.044918,1.175242,-0.417184,-0.924681,-0.688887,1.595597,-0.029985,-0.982693,-0.842718,17.121334,-17.539739
156,157,-0.855729,-1.15071,-0.728466,0.593108,0.926617,0.159432,-0.939661,-1.231494,0.930714,0.397394,1.57718,-2.973789
985,986,-1.314102,-1.038114,-0.728466,1.477112,0.508582,0.724979,-0.305847,-0.602132,1.050302,1.637506,6.762824,-12.630306
280,281,0.152691,1.6079,0.877788,-1.806334,-0.745523,-2.291269,0.468816,1.457598,-1.162075,-1.876145,24.520946,-13.590019
912,913,-0.67238,-0.700325,-1.323375,1.22454,1.523811,-1.065918,-0.587542,-0.716562,0.452362,0.604079,5.1957,-9.759839
696,697,-0.489031,-0.193641,-0.252539,0.529964,0.030828,1.573298,-0.235423,-0.487703,0.57195,1.086345,9.421001,-17.65708
453,454,-0.397357,-1.263307,-0.728466,1.350826,1.046056,0.724979,-0.869237,-1.002635,0.392568,1.568611,6.558155,-12.25025
652,653,1.436135,0.481937,0.937279,-0.417184,-0.387207,-0.217599,1.173054,0.198874,-1.102281,-0.015977,14.070214,-19.113545
205,206,-1.222428,1.776795,0.223388,-1.111759,-1.163558,-1.254434,-0.024151,1.400384,-1.162075,-0.911613,22.612881,-14.623939
943,944,-0.305682,1.439006,0.996769,-1.238045,-1.521874,-0.688887,0.750511,0.942666,-1.341457,-1.876145,22.253725,-14.803966
541,542,-0.397357,-0.53143,-0.252539,0.593108,0.508582,1.10201,-0.024151,-0.373273,-0.922899,0.259603,9.213833,-17.242845
716,717,-0.305682,0.819726,1.413206,-0.796043,-1.223277,-1.254434,1.173054,0.942666,-1.281663,-1.256089,17.841883,-17.172088
621,622,-0.67238,-0.981816,-0.431012,1.287683,1.284933,1.196267,-0.657966,-0.773776,0.930714,1.637506,7.322396,-13.644192
266,267,-0.030658,1.044918,1.353715,-1.490618,-1.342716,-1.065918,0.609663,0.828236,-1.341457,-1.118299,20.790262,-15.589623
116,117,1.34446,0.594533,0.163897,0.340535,-0.267769,0.913494,0.609663,0.427733,-0.384753,0.466289,11.844558,-20.290438
401,402,-0.305682,-0.700325,-0.906939,1.413969,0.866898,0.347948,-1.010085,-0.830991,0.930714,1.01745,6.091645,-11.388033
27,28,1.069437,0.425639,0.461352,0.024819,0.508582,0.630721,0.891359,0.656592,0.87092,0.741869,11.171497,-20.468011
232,233,0.427715,0.707129,1.05626,-1.427475,-0.685804,-0.029083,1.384326,0.656592,-0.922899,-0.291557,15.66078,-18.301248
608,609,-0.947404,-1.544798,-0.847448,1.22454,1.284933,-0.406114,-0.869237,-1.17428,0.631744,0.397394,2.061487,-3.880241
332,333,1.34446,0.36934,0.461352,0.403678,-1.04412,2.044587,0.257544,0.542163,-0.922899,0.328499,11.07552,-20.474775
538,539,2.261206,0.594533,0.520842,-0.669756,-0.506646,0.819237,1.525173,-0.430488,-1.221869,-0.360453,14.097441,-19.10308
302,303,0.061016,0.98862,0.223388,-0.922329,-1.04412,-1.537207,-0.094575,2.08696,-1.461045,-1.049404,25.892613,-12.874239
647,648,0.886087,-0.137343,-0.252539,1.03511,0.329424,-0.029083,-1.714324,-0.430488,0.033804,1.086345,8.497988,-15.888504
195,196,1.34446,0.876024,1.05626,-0.038324,0.090547,1.573298,-0.798814,-0.659347,0.392568,0.879659,10.723998,-20.126524
840,841,-0.305682,1.833093,0.520842,-1.806334,-1.282997,-1.537207,0.468816,1.343169,-1.221869,-1.393879,23.02127,-14.407281
572,573,-0.947404,0.36934,0.163897,-1.174902,-1.402435,-1.725722,0.18712,2.08696,-1.281663,-1.324984,25.427988,-13.110842
883,884,1.252786,1.044918,1.234733,-0.796043,-0.745523,-0.500372,1.595597,0.370518,-0.863105,-0.704928,17.057647,-17.574986
60,61,0.152691,1.382708,0.520842,-1.238045,-0.864962,-1.160176,0.18712,1.400384,-1.341457,-0.980509,23.517349,-14.139603
331,332,1.069437,-0.024747,0.104406,0.277392,0.568302,2.044587,-0.869237,-0.201629,0.332774,0.535184,9.936935,-18.611936
947,948,-0.397357,-0.587729,-0.96643,1.287683,0.807179,0.913494,-0.164999,-1.17428,0.87092,1.29303,7.043625,-13.143818
